atoll,region,species,nbirds
Arno,Micronesia,Anous_stolidus,113.18421219474241
Arutua,Polynesia,Anous_stolidus,332.65342838187644
Aur,Micronesia,Anous_stolidus,195.40031602317
Bikar,Micronesia,Anous_stolidus,369.2967819366432
Bikini,Micronesia,Anous_stolidus,352.68827808271254
Bokaak,Micronesia,Anous_stolidus,720.2475736887492
Butaritari,Micronesia,Anous_stolidus,195.67774187886923
Erikub,Micronesia,Anous_stolidus,150.92854878399055
Etal,Micronesia,Anous_stolidus,16.574176054116773
Fakahina,Polynesia,Anous_stolidus,651.3068279142417
Fakaofo,Polynesia,Anous_stolidus,246.90653038768164
Funafuti,Polynesia,Anous_stolidus,401.92186551040817
Hao,Polynesia,Anous_stolidus,432.5502713742801
Hereheretui,Polynesia,Anous_stolidus,1025.5314920087878
Jaluit,Micronesia,Anous_stolidus,416.1899343059286
Jemo,Micronesia,Anous_stolidus,151.2957644790414
Kapingamarangi,Micronesia,Anous_stolidus,116.66799672494986
Kauehi,Polynesia,Anous_stolidus,256.17911238552443
Kaukura,Polynesia,Anous_stolidus,315.83905303026677
Kuria,Micronesia,Anous_stolidus,144.40479005972017
Kwajalein,Micronesia,Anous_stolidus,597.9180414723043
Lae,Micronesia,Anous_stolidus,210.2778871843749
Likiep,Micronesia,Anous_stolidus,359.9651328307845
Losap,Micronesia,Anous_stolidus,41.902732725950656
Lukunor,Micronesia,Anous_stolidus,18.25554430403805
Maiana,Micronesia,Anous_stolidus,174.49919334886104
Majuro,Micronesia,Anous_stolidus,99.37911708541262
Manihi,Polynesia,Anous_stolidus,333.0554290584722
Manihiki,Polynesia,Anous_stolidus,282.76842108968754
Marakei,Micronesia,Anous_stolidus,165.61156506911024
Maria_Est,Polynesia,Anous_stolidus,206.92148343182652
Marutea_Sud,Polynesia,Anous_stolidus,708.145512188986
Mataiva,Polynesia,Anous_stolidus,355.3655959070216
Matureivavao,Polynesia,Anous_stolidus,177.1136419528235
Mili,Micronesia,Anous_stolidus,137.22768081495195
Mokil,Micronesia,Anous_stolidus,89.390756343376
Moruroa,Polynesia,Anous_stolidus,591.7520462094002
Motu_One,Polynesia,Anous_stolidus,502.7096366259324
Namoluk,Micronesia,Anous_stolidus,58.45572650263161
Namu,Micronesia,Anous_stolidus,378.83173235905736
Napuka,Polynesia,Anous_stolidus,620.2816133869834
Nengonengo,Polynesia,Anous_stolidus,492.2034387912626
Ngcheangel,Micronesia,Anous_stolidus,21.91742048807279
