"","atoll","Anous_stolidus","Anous_minutus","Anous_tenuirostris","Anous_ceruleus","Gygis_alba","Onychoprion_fuscatus","Onychoprion_lunatus","Onychoprion_anaethetus","Sternula_nereis","Sternula_saundersi","Hydroprogne_caspia","Sterna_dougallii","Sterna_sumatrana","Thalasseus_bergii","Thalasseus_bengalensis","Phaethon_lepturus","Phaethon_rubricauda","Phoebastria_immutabilis","Phoebastria_nigripes","Phoebastria_albatrus","Nesofregetta_fuliginosa","Hydrobates_tristrami","Pterodroma_neglecta","Pterodroma_heraldica","Pterodroma_ultima","Pterodroma_hypoleuca","Pterodroma_alba","Bulweria_bulwerii","Ardenna_pacifica","Puffinus_nativitatis","Puffinus_bailloni","Fregata_ariel","Fregata_minor","Sula_dactylatra","Sula_granti","Sula_leucogaster","Sula_sula","PC1","PC2","PC3","PC4","PC5","PC6","region","species","presence"
"238","Manuae",0.972,0.9685,5e-04,0.409,0.757,0.8275,0.1375,0.002,0.004,0.012,0.0095,0.0185,0.4295,0.5335,0.0035,0.532,0.3905,0.022,0.0375,0.0245,0.0075,0.063,0.053,0.008,0.012,0.0605,0.08,0.116,0.1845,0.2095,0.0125,0.2665,0.6945,0.773,0.2765,0.7655,0.935,1.81595568584528,-0.147765213008341,0.391399468744426,-0.646227085775059,-1.08250483261019,-1.03917421303609,"Polynesia","",NA
"239","Marokau",0.88,0.721,0.004,0.0545,0.829,0.4005,0.209,0.0015,0.0015,0.0025,0.002,5e-04,0.057,0.1505,0.0065,0.107,0.221,0.0185,0.0015,0.008,0.0065,0.008,5e-04,0.002,0.002,0.0065,0.0095,0.011,0.0135,0.0215,0.0135,0.2375,0.298,0.768,0.1705,0.709,0.645,0.0366772623496555,1.36644096995115,-0.964721607196556,0.417323697828701,1.20238437108139,0.208060953539839,"Polynesia","",NA
"240","Marutea_Nord",0.8825,0.7995,0.005,0.0755,0.8835,0.472,0.192,0.002,5e-04,0.0025,0.001,0.0015,0.07,0.2035,0.005,0.1245,0.3535,0.019,0.002,0.01,0.008,0.0055,0.006,0.0015,0.0025,0.0085,0.0205,0.0145,0.0265,0.034,0.015,0.3085,0.312,0.6385,0.096,0.705,0.6955,0.0174714684791247,1.06631522497527,-0.192351836076096,0.184366004679153,0.890717733364347,-0.619893369239189,"Polynesia","",NA
"241","Meemu",0.781,0.017,0.517,0.009,0.677,0.2995,0.0015,0.278,0.003,0.018,0.148,0.325,0.55,0.446,0.0795,0.5125,0.033,5e-04,0,0.0025,0.007,0.009,0.0055,0.0085,0.0415,0.004,0.003,0.0055,0.044,0.002,0.106,0.379,0.462,0.0015,0,0.078,0.3595,-1.23232145351076,-0.466013835057681,-0.841648029817018,-0.647417605822988,0.940550440431407,1.9666823327088,"Indian_Ocean","",NA
"242","Miladhunmadulu",0.821,0.027,0.5305,0.02,0.6755,0.38,0.004,0.2885,0.0035,0.0175,0.1645,0.3815,0.599,0.485,0.1415,0.5845,0.0465,5e-04,0.0015,0.0035,0.012,0.0065,0.0095,0.01,0.05,0.007,0.0075,0.0085,0.0645,0.002,0.1305,0.4075,0.4935,0.002,0,0.1325,0.442,-1.21864910953439,-0.288488871049137,-1.76101657050103,-1.02490484509324,0.548847860515618,1.25843309515397,"Indian_Ocean","",NA
"243","Minicoy",0.8765,0.038,0.53,0.025,0.654,0.4775,5e-04,0.2795,0.002,0.018,0.307,0.5605,0.7505,0.524,0.0305,0.7405,0.039,0,0.0015,0.003,0.01,0.026,0.015,0.0115,0.0825,0.014,0.003,0.029,0.096,0.0035,0.1025,0.379,0.6725,0.0075,0.001,0.051,0.5505,-0.84995835339702,-1.05649216653207,0.400643600085626,-1.08991036413275,1.40203947943599,2.55046326186296,"Indian_Ocean","",NA
"244","Motutunga",0.8285,0.74,0.002,0.0565,0.859,0.4375,0.139,0.001,0.003,0.002,0,0,0.049,0.184,0.0055,0.105,0.434,0.0125,0.005,0.01,0.0065,0.0025,0.0035,0.001,0.0025,0.0065,0.016,0.0105,0.013,0.0245,0.012,0.2875,0.26,0.627,0.088,0.642,0.6495,0.009589306407412,0.793098033685579,0.348855425760993,0.299690962848959,1.05618964184071,-1.13335278614132,"Polynesia","",NA
"245","Murilo",0.8735,0.8295,0.001,0.0095,0.695,0.1835,0.0315,0.0035,0.001,0.0015,0.002,0.0025,0.477,0.7265,0.0015,0.086,0.0895,0.004,0.0045,0.0015,0.001,0.0015,0.001,0.0035,5e-04,0.001,0.0015,0.002,0.0375,0.005,0,0.035,0.453,0.1075,0.013,0.3315,0.284,0.664736422934976,-1.43772799432936,-1.25758731667103,-0.0528476067976344,-0.140640885677652,-0.936077991722477,"Micronesia","",NA
"246","Namonuito",0.9505,0.9645,0.002,0.0775,0.8295,0.4215,0.089,0.011,0.0015,0.0015,0.0045,0.009,0.7095,0.8195,0.003,0.2855,0.1505,0.0035,0.016,0.0035,0.0035,0,0.0025,0.003,0.0015,0.003,0.002,0.007,0.18,0.021,5e-04,0.116,0.6765,0.036,0.0025,0.4685,0.5875,0.52040782778777,-1.314184064221,-1.649665747488,-0.920597089012005,-1.34746159880603,-1.2515196636145,"Micronesia","",NA
"247","Namorik",0.9295,0.9205,0.0025,0.0285,0.9365,0.2285,0.036,0.013,5e-04,0.0015,0.002,0.002,0.545,0.724,0.001,0.1395,0.149,0.0025,0.0125,5e-04,0.007,0.0015,0.003,0.0075,0,0.001,0.0015,0.0035,0.057,0.0085,0.002,0.152,0.4905,0.01,5e-04,0.3045,0.3925,-0.0988698323555238,-0.953694959184057,0.405521464746535,0.126272507496351,-1.31057324103247,0.0665529397468215,"Micronesia","",NA
"248","Nanumanga",0.7375,0.6535,0.0045,0.0405,0.9255,0.2085,0.071,0.004,0.004,0.001,0,0.001,0.021,0.109,0.0045,0.051,0.4055,0.0075,0.01,0.0035,0.0215,0.003,0.0025,0.0375,0.0015,0.0045,0.011,0.005,0.01,0.0135,0.034,0.418,0.129,0.0475,0,0.4745,0.364,-0.672936438076856,0.105122127051054,1.66301260731551,0.866877278471527,-1.75967438971748,0.700646972412072,"Polynesia","",NA
"249","Nanumea",0.782,0.7285,0.005,0.0515,0.9365,0.218,0.0925,0.003,0.003,5e-04,0,0,0.0205,0.1025,0.0055,0.056,0.422,0.005,0.007,0.005,0.028,0.004,0.0025,0.0215,5e-04,0.0045,0.011,0.006,0.0185,0.011,0.043,0.509,0.14,0.027,0,0.4975,0.421,-0.965048042742961,0.390344195927482,1.28316347806784,0.640697256519788,-1.39469227148078,0.597070220521046,"Polynesia","",NA
"250","Ngulu",0.971,0.9835,0.0025,0.142,0.743,0.516,0.0365,0.01,0.005,0.0025,0.0145,0.023,0.8435,0.847,0.0015,0.442,0.1035,0.0025,0.036,0.003,0.0025,0.0055,0.0045,0.0045,0.004,0.007,0.0075,0.031,0.291,0.0265,5e-04,0.114,0.7785,0.033,0.002,0.3155,0.6555,0.897383808375359,-2.30167435467849,-0.841797712155651,-1.35474952302496,-1.30682759821858,-0.538496531364954,"Micronesia","",NA
"251","Nihiru",0.8595,0.768,0.004,0.0685,0.8905,0.435,0.214,0.002,5e-04,0.001,0.0015,0,0.055,0.1575,0.006,0.101,0.348,0.012,0.002,0.009,0.014,0.0075,0.0065,0.007,0.0025,0.0095,0.0235,0.012,0.017,0.031,0.015,0.345,0.2535,0.5845,0.066,0.713,0.67,-0.122142819959088,1.21475586364107,-0.35558986763668,0.353081530439705,0.435816092932872,-0.327092686400507,"Polynesia","",NA
"252","Nikunau",0.972,0.9795,0.062,0.144,0.994,0.6495,0.1865,0.2305,0.024,0.0025,0.0065,0.0115,0.78,0.812,5e-04,0.426,0.4275,0.012,0.016,0.0095,0.0945,0.002,0.0065,0.0125,0.0045,0.004,0.019,0.0235,0.276,0.038,0.0325,0.7515,0.7255,0.012,0,0.479,0.7845,-1.3749838434376,0.891966898260662,1.87902391295558,-0.251719597707628,-0.695900021112451,0.210197928574767,"Micronesia","",NA
"253","Nomwin",0.8205,0.733,5e-04,0.012,0.658,0.101,0.023,0.0015,5e-04,5e-04,0.001,0.0015,0.3395,0.666,0.001,0.061,0.0715,5e-04,0.003,5e-04,5e-04,5e-04,0.001,0.0025,5e-04,0.001,5e-04,0.0015,0.0165,0.0045,5e-04,0.031,0.3545,0.1105,0.013,0.3295,0.2095,0.556005072341395,-1.33753050793611,-1.20362486677867,0.284366366887001,-0.0591443216431787,-0.724448292314648,"Micronesia","",NA
"254","Nui",0.652,0.5785,0.003,0.0235,0.888,0.144,0.103,0.0015,0.002,5e-04,0,0,0.01,0.0685,0.0125,0.028,0.3385,0.006,0.004,0.0055,0.0145,0.003,0.0015,0.0405,5e-04,5e-04,0.0035,0.0055,0.008,0.009,0.026,0.351,0.072,0.0535,0,0.56,0.2795,-0.652663336227827,0.373081089563492,0.460802039270902,1.05138518183741,-1.98829159013023,0.661620519096848,"Polynesia","",NA
"255","Nukufetau",0.73,0.596,0.001,0.025,0.833,0.1415,0.091,0.0015,5e-04,0,0,5e-04,0.017,0.0745,0.008,0.0355,0.197,0.0055,0.001,0.002,0.0075,0.0015,0,0.017,5e-04,0.0035,0.0035,0.004,0.0075,0.0055,0.0095,0.2535,0.1165,0.095,0.001,0.543,0.299,-0.548872351074691,0.349785417985794,-0.354974293455989,0.753780378694503,-0.836659947348975,0.924391090545844,"Polynesia","",NA
"256","Olimarao",0.9525,0.9185,5e-04,0.027,0.7895,0.3495,0.011,0.006,5e-04,0.002,0.005,0.0055,0.727,0.8085,0.001,0.2805,0.0965,0.0025,0.0075,0.0025,0.004,0.002,0.0055,0.0025,0.001,0.0015,0.002,0.011,0.081,0.014,5e-04,0.056,0.688,0.138,0.018,0.237,0.5045,1.01072436947872,-1.64431950200615,0.758318815655933,-0.104267502172787,-0.12086699435816,0.265344968926484,"Micronesia","",NA
"257","Pinipel",0.307,0.232,0.0195,5e-04,0.5385,0.0125,0.001,0.1035,0.019,0.0035,0.0015,0.0215,0.155,0.0825,0.001,0.086,0.0305,0,0.001,0.001,0.0085,0.0025,0,0.024,0.001,0,0.001,0.001,0.0255,0,0.009,0.37,0.124,0.0055,5e-04,0.1155,0.0925,-1.99456361730173,-1.82331999562275,0.57382311484903,0.448765952703216,2.02497759623079,1.11429765862316,"Melanesia","",NA
"258","Pulap",0.8875,0.8155,0.001,0.0135,0.761,0.145,0.0115,0.003,5e-04,0.004,0.001,5e-04,0.4695,0.6875,0.001,0.101,0.07,0.0025,0.006,0.001,0,5e-04,0.003,0.0035,0.002,0.001,5e-04,0.003,0.0245,0.003,0.0015,0.0425,0.4535,0.079,0.004,0.2765,0.251,0.562138249627119,-1.48294534592578,-0.33086319139978,0.195759817860133,-0.443195050346441,-0.0725426905046569,"Micronesia","",NA
"259","Pulusuk",0.8845,0.8295,0.0015,0.013,0.763,0.179,0.0165,0.003,5e-04,0.004,0.0015,0.003,0.485,0.7235,0,0.122,0.106,0.0035,0.0055,0.001,0.004,0,0.0025,0.005,0,5e-04,0,0.002,0.041,0.002,0,0.05,0.4595,0.09,0.007,0.275,0.2965,0.844026354965956,-1.60295033984467,0.424259756424439,0.441882672885794,-1.2142087457664,0.121348193975561,"Micronesia","",NA
"260","Puluwat",0.886,0.7785,0.001,0.011,0.789,0.1115,0.014,0.005,0,5e-04,0,0.002,0.4015,0.6535,5e-04,0.0795,0.075,0.003,0.0025,0.001,0.001,0,0,0.0045,0.001,0,5e-04,0.0025,0.0225,0.0035,5e-04,0.0375,0.405,0.122,0.01,0.2545,0.2105,0.493843383248754,-1.07264478327862,-0.0872740428484259,0.604723490149694,-0.188912859890625,0.418314630714979,"Micronesia","",NA
"261","Rasdhoo",0.712,0.0065,0.4325,0.0045,0.6475,0.2475,0,0.2275,0.001,0.023,0.0915,0.2625,0.483,0.465,0.0445,0.4515,0.0515,0.001,0,0.0015,0.003,0.0015,0.009,0.006,0.03,0.0035,5e-04,0.003,0.017,5e-04,0.086,0.292,0.391,0.004,0.001,0.0445,0.2945,-0.811465320480307,-0.689477920583691,0.539604621051543,-0.130908012938583,1.15032193233617,1.50117211423525,"Indian_Ocean","",NA
"262","Ravahere",0.875,0.6925,5e-04,0.048,0.8055,0.4425,0.1405,0.0025,5e-04,0.006,5e-04,0.001,0.058,0.1885,5e-04,0.12,0.239,0.02,0.0015,0.0105,0.0085,0.007,0.0015,0.003,0.003,0.013,0.0085,0.011,0.0095,0.0285,0.0115,0.226,0.3105,0.87,0.3575,0.6885,0.6845,0.363533584214193,1.28825391144298,-0.131670195058814,0.579973198417613,1.6015161352949,0.0594673327149632,"Polynesia","",NA
"263","Redlick",0.143,0.093,0.0025,0,0.29,0.012,0.001,0.0255,0.0265,0.0115,0,0.005,0.0765,0.1385,0.0015,0.0335,0.0675,5e-04,5e-04,0.0025,0.002,0,0.0035,0.0105,0.001,0,0.001,0,0.0055,0,0.002,0.1125,0.0425,0.222,0.0525,0.249,0.057,0.1228089675561,-1.6923393723148,0.621222816576677,1.52910079871367,1.08716618147909,-1.96318681611184,"Melanesia","",NA
"264","Rekareka",0.9435,0.851,0.003,0.1215,0.8785,0.616,0.12,0.002,0.0045,0.005,0.0025,0.003,0.1315,0.279,0.005,0.244,0.3535,0.025,0.006,0.011,0.011,0.0135,0.012,0.012,0.0065,0.016,0.014,0.029,0.033,0.067,0.022,0.3295,0.452,0.8345,0.209,0.6885,0.8045,0.725769842432361,1.06242100280424,1.31014024149835,0.597029923253816,-0.0282215886512233,0.431467991445408,"Polynesia","",NA
"265","Ringgold",0.5475,0.4945,0.003,0.0045,0.3295,0.0815,0.001,0.0335,0.0295,0.019,0.002,0.0725,0.469,0.2835,5e-04,0.2745,0.038,0.001,0.0015,0.002,0.0015,0.0015,0.008,0.0335,0.0015,0.001,0.0045,0.001,0.0735,0.001,5e-04,0.143,0.2905,0.3315,0.1015,0.3675,0.356,1.08540764705388,-1.58933336942979,0.144823131735775,0.484747438292678,0.0743184416512409,-0.854431961282188,"Melanesia","",NA
"266","Rowa",0.1575,0.1055,0.0025,0,0.249,0.0145,0,0.024,0.0385,0.0295,0,0.0095,0.081,0.1825,0.0095,0.042,0.081,0.0015,0,0.006,0.0015,5e-04,0.005,0.0765,5e-04,5e-04,0,5e-04,0.007,0,0.003,0.101,0.0505,0.5155,0.196,0.4735,0.073,1.2315710690505,-1.4526395506718,-0.246904014207479,2.10923664789557,-1.62612733922817,-2.25899525133046,"Melanesia","",NA
"267","Sama",0.086,0.06,0.0045,0,0.425,0.007,0,0.0555,0.023,0.009,0,0.0025,0.038,0.067,0.001,0.02,0.0455,5e-04,0,0,0.0025,0,0,0.025,0,0,5e-04,0,0.0035,0,0.0025,0.1985,0.0315,0.089,0.007,0.1955,0.039,-0.796861440755136,-1.06175557981361,1.27463410872617,2.028323884872,1.39372051505676,-0.347946116450146,"Melanesia","",NA
"268","Samasuma",0.0815,0.04,0.0055,0,0.4335,0.0055,5e-04,0.0495,0.0245,0.0065,5e-04,0.001,0.0295,0.0745,0.001,0.02,0.058,5e-04,5e-04,0.002,0.002,0,0,0.0215,0.001,5e-04,0.001,0,0.003,5e-04,0.0035,0.2015,0.0245,0.1065,0.013,0.222,0.029,-0.886145955198564,-0.964002328390214,0.972071400381686,2.04726917227113,1.41998416929137,-0.714491781190286,"Melanesia","",NA
"269","St_Francois",0.6235,0.0065,0.4225,0.003,0.677,0.282,5e-04,0.2355,0.0045,0.0565,0.089,0.248,0.4175,0.5555,0.03,0.4745,0.1245,0.004,0.002,0.0065,0.0035,0.0015,0.0265,0.0025,0.036,0.0015,0.0045,0.002,0.013,0.002,0.095,0.2695,0.3755,0.084,0.017,0.0735,0.3605,-0.493223300739163,-0.164458992071012,1.42456528174937,0.178685624915578,2.53835774038339,-0.144819082966169,"Indian_Ocean","",NA
"270","Taenga",0.86,0.7715,0.0035,0.0645,0.885,0.3795,0.2385,0.0035,5e-04,0.0015,0.001,0.0015,0.0435,0.1495,0.0095,0.085,0.3195,0.012,0.003,0.007,0.0115,0.004,0.0015,0.007,0.002,0.0075,0.015,0.0095,0.015,0.018,0.0155,0.3365,0.234,0.492,0.0395,0.729,0.6215,-0.262234940758423,1.22112272969733,-0.77103313803754,0.336540492536206,0.191578863419663,-0.235090531658675,"Polynesia","",NA
"271","Tauere",0.9575,0.9045,0.0035,0.156,0.889,0.637,0.1765,0.004,0.0015,0.006,0.004,0.007,0.1475,0.2565,0.006,0.248,0.3105,0.0295,0.004,0.01,0.014,0.014,0.0075,0.012,0.0045,0.013,0.0195,0.034,0.0415,0.066,0.021,0.354,0.481,0.78,0.1705,0.739,0.82,0.632596258957016,1.15410635694416,0.586749194793322,0.384510675649659,-0.18146252365161,0.561369397250297,"Polynesia","",NA
"272","Tenaruga",0.84,0.5745,0,0.022,0.6075,0.388,0.06,0,5e-04,0.011,0.001,0.0015,0.075,0.198,0.0045,0.113,0.1095,0.029,5e-04,0.0095,0.002,0.012,0.0025,0.0045,0.004,0.0125,0.002,0.019,0.0065,0.028,0.0035,0.092,0.3255,0.9825,0.787,0.644,0.5935,1.34135959035176,1.00091893322907,-0.16836830046227,1.11454083167318,1.62513979673744,0.946724585322082,"Polynesia","",NA
"273","Tepoto",0.7665,0.5795,0.002,0.031,0.841,0.3195,0.0555,0.0015,5e-04,0.0065,0.0015,5e-04,0.042,0.1825,0.002,0.0845,0.4225,0.019,0.008,0.008,0.01,0.003,0.0065,0.002,0.003,0.0055,0.0085,0.009,0.0045,0.0215,0.022,0.2685,0.2215,0.7055,0.1325,0.522,0.5345,0.126918348862645,0.645025535350878,1.95097816357814,0.92494953866536,1.37817675249929,-0.38946775514943,"Polynesia","",NA
"274","Thiladhunmathi",0.858,0.0475,0.5685,0.028,0.6705,0.4375,0.0045,0.29,0.003,0.017,0.224,0.451,0.6635,0.52,0.1415,0.6445,0.035,0.001,0.001,0.008,0.0105,0.0105,0.008,0.01,0.0615,0.009,0.0065,0.0175,0.098,0.005,0.1075,0.43,0.568,0.002,5e-04,0.1335,0.4985,-1.19194022909952,-0.451234902411788,-1.79330407436583,-1.25979029896363,0.374984019761552,1.58008330651507,"Indian_Ocean","",NA
"275","Tuanake",0.7035,0.5295,0.0025,0.0195,0.8235,0.251,0.121,0.001,0.001,0.004,0,0.001,0.025,0.1305,0.005,0.044,0.3625,0.0105,0,0.0075,0.0055,0.0035,0.0025,0.0045,5e-04,0.0025,0.007,0.0065,0.006,0.0165,0.0185,0.247,0.1475,0.6605,0.103,0.6255,0.46,-0.264445509172457,1.10107170145234,0.0955001101164679,0.800905913480193,1.36677500638676,-0.626086134746919,"Polynesia","",NA
"276","Vahitahi",0.9775,0.944,0.001,0.2485,0.823,0.7775,0.1745,0.003,0.0015,0.0135,0.0075,0.0095,0.2685,0.3515,0.0075,0.4125,0.2355,0.0445,0.0085,0.012,0.007,0.0405,0.015,0.015,0.009,0.0305,0.0275,0.078,0.0845,0.131,0.0165,0.2695,0.662,0.908,0.4195,0.785,0.9125,1.28134188077841,1.03853899473907,-0.110854829813781,0.040319762256662,-0.28087963658131,0.66381042943084,"Polynesia","",NA
"277","West_Fayu",0.9685,0.9555,0.002,0.06,0.826,0.49,0.017,0.008,0.002,0.004,0.005,0.0135,0.815,0.855,0.0015,0.403,0.145,0.007,0.0185,0.002,0.0055,0.0025,0.007,0.0055,0.0015,0.0075,0.003,0.017,0.143,0.0295,0.001,0.102,0.7665,0.0885,0.0115,0.3025,0.6585,1.04849676888182,-1.57181578256155,0.827448357900505,-0.413804755472118,-0.648681061243448,-0.232462090613282,"Micronesia","",NA
"278","Woleai",0.9725,0.9595,0.002,0.0735,0.804,0.3705,0.035,0.0055,0.002,5e-04,0.0085,0.009,0.774,0.785,0.001,0.2945,0.0645,0.0015,0.005,0,0.003,0.0025,0.003,0.007,0.0045,0.0015,0.0015,0.0225,0.1355,0.01,0.001,0.0865,0.7185,0.0325,0.0025,0.354,0.539,0.540016546564391,-1.38736825081389,-1.10846706950436,-0.625426963684144,-1.032240057638,0.559160447404049,"Micronesia","",NA
